사용자아이디,영화아이디,평점,타임스탬프,성별,연령,직업,지역,영화제목,장르
4861,48,2,964405836,M,25,4,4309,Pocahontas (1995),Animation|Children's|Musical|Romance
4877,48,2,962767153,M,25,4,94703,Pocahontas (1995),Animation|Children's|Musical|Romance
4902,48,4,962685318,M,35,14,84057,Pocahontas (1995),Animation|Children's|Musical|Romance
4911,48,2,962678431,F,25,0,55421,Pocahontas (1995),Animation|Children's|Musical|Romance
4930,48,3,962654780,M,50,17,63033,Pocahontas (1995),Animation|Children's|Musical|Romance
4950,48,2,962638863,M,25,16,55421,Pocahontas (1995),Animation|Children's|Musical|Romance
4957,48,3,962639028,M,25,2,48197,Pocahontas (1995),Animation|Children's|Musical|Romance
4975,48,2,962607056,M,35,0,90065,Pocahontas (1995),Animation|Children's|Musical|Romance
4976,48,3,962603933,M,25,11,65775,Pocahontas (1995),Animation|Children's|Musical|Romance
4980,48,2,963972921,M,25,1,55403,Pocahontas (1995),Animation|Children's|Musical|Romance
5015,48,5,962584477,M,35,6,92672,Pocahontas (1995),Animation|Children's|Musical|Romance
5026,48,1,962572141,M,25,17,92584,Pocahontas (1995),Animation|Children's|Musical|Romance
5063,48,2,963971755,F,1,10,22801,Pocahontas (1995),Animation|Children's|Musical|Romance
5065,48,4,962489930,M,25,14,28715,Pocahontas (1995),Animation|Children's|Musical|Romance
5084,48,2,962766678,M,18,4,10013,Pocahontas (1995),Animation|Children's|Musical|Romance
5108,48,2,962339952,F,25,9,93940,Pocahontas (1995),Animation|Children's|Musical|Romance
5111,48,5,962424485,M,35,2,78006,Pocahontas (1995),Animation|Children's|Musical|Romance
5131,48,3,962132017,F,25,1,77707,Pocahontas (1995),Animation|Children's|Musical|Romance
5136,48,3,962093890,M,25,12,91106,Pocahontas (1995),Animation|Children's|Musical|Romance
5142,48,2,962041966,M,25,1,92101,Pocahontas (1995),Animation|Children's|Musical|Romance
5158,48,1,962834126,F,18,4,44509,Pocahontas (1995),Animation|Children's|Musical|Romance
5163,48,4,961952028,M,45,6,53216,Pocahontas (1995),Animation|Children's|Musical|Romance
5249,48,3,961602919,F,45,14,75006,Pocahontas (1995),Animation|Children's|Musical|Romance
5250,48,5,961355829,M,50,6,1545,Pocahontas (1995),Animation|Children's|Musical|Romance
5277,48,3,983330903,M,25,20,91740,Pocahontas (1995),Animation|Children's|Musical|Romance
5282,48,3,961095954,F,18,4,63146,Pocahontas (1995),Animation|Children's|Musical|Romance
5283,48,2,961166496,M,18,2,63138,Pocahontas (1995),Animation|Children's|Musical|Romance
5302,48,4,960953219,F,1,10,2332,Pocahontas (1995),Animation|Children's|Musical|Romance
5320,48,3,960863520,F,18,5,43201,Pocahontas (1995),Animation|Children's|Musical|Romance
5321,48,2,960866025,M,25,4,2457,Pocahontas (1995),Animation|Children's|Musical|Romance
5359,48,3,971640037,M,18,16,27705,Pocahontas (1995),Animation|Children's|Musical|Romance
5360,48,2,960521498,M,18,12,43650,Pocahontas (1995),Animation|Children's|Musical|Romance
5361,48,4,960520442,F,50,16,92026,Pocahontas (1995),Animation|Children's|Musical|Romance
5367,48,1,960501299,M,18,4,55344,Pocahontas (1995),Animation|Children's|Musical|Romance
5387,48,4,960400890,F,25,1,45056,Pocahontas (1995),Animation|Children's|Musical|Romance
5394,48,3,1006905781,M,18,0,60618,Pocahontas (1995),Animation|Children's|Musical|Romance
5408,48,3,960246588,M,25,20,11230-1710,Pocahontas (1995),Animation|Children's|Musical|Romance
5420,48,3,960157576,F,1,19,14850,Pocahontas (1995),Animation|Children's|Musical|Romance
5428,48,3,960681744,F,25,6,28412,Pocahontas (1995),Animation|Children's|Musical|Romance
5430,48,3,960073303,F,45,1,26505,Pocahontas (1995),Animation|Children's|Musical|Romance
5483,48,4,959889450,F,25,6,15202,Pocahontas (1995),Animation|Children's|Musical|Romance
5488,48,2,959821640,M,25,15,91125,Pocahontas (1995),Animation|Children's|Musical|Romance
5490,48,1,959964667,M,45,17,80907,Pocahontas (1995),Animation|Children's|Musical|Romance
5492,48,3,996709419,M,18,4,55104,Pocahontas (1995),Animation|Children's|Musical|Romance
5504,48,5,959736747,M,45,7,85287-2702,Pocahontas (1995),Animation|Children's|Musical|Romance
5505,48,3,959732344,F,25,4,2141,Pocahontas (1995),Animation|Children's|Musical|Romance
5523,48,3,959647653,M,35,0,60187,Pocahontas (1995),Animation|Children's|Musical|Romance
5524,48,3,959638764,F,1,10,26505,Pocahontas (1995),Animation|Children's|Musical|Romance
5530,48,2,959623914,F,18,4,63141,Pocahontas (1995),Animation|Children's|Musical|Romance
5543,48,3,959556812,M,25,17,97401,Pocahontas (1995),Animation|Children's|Musical|Romance
5555,48,1,959648633,M,1,10,37830,Pocahontas (1995),Animation|Children's|Musical|Romance
5556,48,5,959443593,M,45,6,92103,Pocahontas (1995),Animation|Children's|Musical|Romance
5558,48,1,959391052,M,1,10,2446,Pocahontas (1995),Animation|Children's|Musical|Romance
5605,48,1,959298014,F,18,2,95008,Pocahontas (1995),Animation|Children's|Musical|Romance
5644,48,4,958881238,F,18,4,92833,Pocahontas (1995),Animation|Children's|Musical|Romance
5649,48,3,958869303,F,18,4,90025,Pocahontas (1995),Animation|Children's|Musical|Romance
5650,48,2,958862778,F,35,12,91104,Pocahontas (1995),Animation|Children's|Musical|Romance
5655,48,4,958842679,F,25,6,77054,Pocahontas (1995),Animation|Children's|Musical|Romance
5657,48,3,958829365,M,50,14,92026,Pocahontas (1995),Animation|Children's|Musical|Romance
5701,48,4,958588621,M,25,7,55311,Pocahontas (1995),Animation|Children's|Musical|Romance
5702,48,1,958580538,M,18,0,90034,Pocahontas (1995),Animation|Children's|Musical|Romance
5705,48,3,958546615,F,18,4,90024,Pocahontas (1995),Animation|Children's|Musical|Romance
5734,48,3,980888883,F,25,14,10022,Pocahontas (1995),Animation|Children's|Musical|Romance
5744,48,3,959996519,F,25,4,66044,Pocahontas (1995),Animation|Children's|Musical|Romance
5747,48,3,958356131,M,25,0,3755,Pocahontas (1995),Animation|Children's|Musical|Romance
5751,48,2,958309656,F,1,0,14167,Pocahontas (1995),Animation|Children's|Musical|Romance
5762,48,3,958221675,F,35,6,55125,Pocahontas (1995),Animation|Children's|Musical|Romance
5763,48,1,958837301,F,25,1,8904,Pocahontas (1995),Animation|Children's|Musical|Romance
5795,48,2,958146214,M,25,1,92688,Pocahontas (1995),Animation|Children's|Musical|Romance
5874,48,2,957562709,M,25,4,1002,Pocahontas (1995),Animation|Children's|Musical|Romance
5886,48,2,957486274,M,25,20,2139,Pocahontas (1995),Animation|Children's|Musical|Romance
5888,48,3,957479812,M,25,20,64114,Pocahontas (1995),Animation|Children's|Musical|Romance
5925,48,3,957285814,F,25,0,90035-4444,Pocahontas (1995),Animation|Children's|Musical|Romance
5995,48,5,957388244,F,35,1,14618,Pocahontas (1995),Animation|Children's|Musical|Romance
5996,48,3,957297468,F,25,0,87114,Pocahontas (1995),Animation|Children's|Musical|Romance
6000,48,4,956885767,M,45,17,30075,Pocahontas (1995),Animation|Children's|Musical|Romance
6006,48,4,956793588,F,1,0,1036,Pocahontas (1995),Animation|Children's|Musical|Romance
6025,48,4,956731871,F,25,1,32607,Pocahontas (1995),Animation|Children's|Musical|Romance
6039,48,3,956706095,F,45,0,1060,Pocahontas (1995),Animation|Children's|Musical|Romance
1,1,5,978824268,F,1,10,48067,Toy Story (1995),Animation|Children's|Comedy
6,1,4,978237008,F,50,9,55117,Toy Story (1995),Animation|Children's|Comedy
8,1,4,978233496,M,25,12,11413,Toy Story (1995),Animation|Children's|Comedy
9,1,5,978225952,M,25,17,61614,Toy Story (1995),Animation|Children's|Comedy
10,1,5,978226474,F,35,1,95370,Toy Story (1995),Animation|Children's|Comedy
18,1,4,978154768,F,18,3,95825,Toy Story (1995),Animation|Children's|Comedy
19,1,5,978555994,M,1,10,48073,Toy Story (1995),Animation|Children's|Comedy
21,1,3,978139347,M,18,16,99353,Toy Story (1995),Animation|Children's|Comedy
23,1,4,978463614,M,35,0,90049,Toy Story (1995),Animation|Children's|Comedy
26,1,3,978130703,M,25,7,23112,Toy Story (1995),Animation|Children's|Comedy
28,1,3,978985309,F,25,1,14607,Toy Story (1995),Animation|Children's|Comedy
34,1,5,978102970,F,18,0,2135,Toy Story (1995),Animation|Children's|Comedy
36,1,5,978061285,M,25,3,94123,Toy Story (1995),Animation|Children's|Comedy
38,1,5,978046225,F,18,4,2215,Toy Story (1995),Animation|Children's|Comedy
44,1,5,978019369,M,45,17,98052,Toy Story (1995),Animation|Children's|Comedy
45,1,4,977990044,F,45,16,94110,Toy Story (1995),Animation|Children's|Comedy
48,1,4,977975909,M,25,4,92107,Toy Story (1995),Animation|Children's|Comedy
49,1,5,977972501,M,18,12,77084,Toy Story (1995),Animation|Children's|Comedy
51,1,5,977947828,F,1,10,10562,Toy Story (1995),Animation|Children's|Comedy
56,1,5,977938855,M,35,20,60440,Toy Story (1995),Animation|Children's|Comedy
60,1,4,977931983,M,50,1,72118,Toy Story (1995),Animation|Children's|Comedy
65,1,5,991368774,M,35,12,55803,Toy Story (1995),Animation|Children's|Comedy
68,1,3,991376026,M,18,4,53706,Toy Story (1995),Animation|Children's|Comedy
73,1,3,977867812,M,18,4,53706,Toy Story (1995),Animation|Children's|Comedy
75,1,5,977851099,F,1,10,1748,Toy Story (1995),Animation|Children's|Comedy
76,1,5,977847069,M,35,7,55413,Toy Story (1995),Animation|Children's|Comedy
78,1,4,978570648,F,45,1,98029,Toy Story (1995),Animation|Children's|Comedy
80,1,3,977786904,M,56,1,49327,Toy Story (1995),Animation|Children's|Comedy
90,1,3,993872933,M,56,13,85749,Toy Story (1995),Animation|Children's|Comedy
92,1,4,977646817,F,18,4,44243,Toy Story (1995),Animation|Children's|Comedy
96,1,4,980563195,F,25,16,78028,Toy Story (1995),Animation|Children's|Comedy
99,1,3,982873678,F,1,10,19390,Toy Story (1995),Animation|Children's|Comedy
109,1,4,977519208,M,45,15,92028,Toy Story (1995),Animation|Children's|Comedy
112,1,5,977508486,M,25,16,97209,Toy Story (1995),Animation|Children's|Comedy
114,1,3,977506130,F,25,2,83712,Toy Story (1995),Animation|Children's|Comedy
117,1,3,977498304,M,25,17,33314,Toy Story (1995),Animation|Children's|Comedy
118,1,3,977501973,M,35,17,22315,Toy Story (1995),Animation|Children's|Comedy
119,1,5,977513481,F,1,10,77515,Toy Story (1995),Animation|Children's|Comedy
121,1,5,977459322,M,35,7,75229,Toy Story (1995),Animation|Children's|Comedy
123,1,3,978046755,M,35,9,67208,Toy Story (1995),Animation|Children's|Comedy
131,1,3,977453922,M,18,4,6520,Toy Story (1995),Animation|Children's|Comedy
132,1,5,977427737,M,25,17,99709,Toy Story (1995),Animation|Children's|Comedy
134,1,4,977845495,M,25,0,66212,Toy Story (1995),Animation|Children's|Comedy
136,1,2,977530792,M,18,2,21202,Toy Story (1995),Animation|Children's|Comedy
139,1,4,977360234,F,25,20,45409,Toy Story (1995),Animation|Children's|Comedy
142,1,4,977352868,M,25,7,10011,Toy Story (1995),Animation|Children's|Comedy
146,1,5,977348756,F,35,20,10954,Toy Story (1995),Animation|Children's|Comedy
147,1,4,977336480,M,18,4,91360,Toy Story (1995),Animation|Children's|Comedy
148,1,5,977335193,M,50,17,57747,Toy Story (1995),Animation|Children's|Comedy
149,1,3,978190837,M,25,1,29205,Toy Story (1995),Animation|Children's|Comedy
150,1,4,978161692,M,35,7,98144,Toy Story (1995),Animation|Children's|Comedy
151,1,2,992133251,F,25,20,85013,Toy Story (1995),Animation|Children's|Comedy
152,1,4,977268921,M,18,4,48104,Toy Story (1995),Animation|Children's|Comedy
156,1,5,977249672,F,45,7,14519,Toy Story (1995),Animation|Children's|Comedy
157,1,5,977249416,M,35,16,12866,Toy Story (1995),Animation|Children's|Comedy
162,1,5,982104496,F,18,4,93117,Toy Story (1995),Animation|Children's|Comedy
163,1,4,977213935,M,18,4,85013,Toy Story (1995),Animation|Children's|Comedy
168,1,4,977177003,F,50,0,46970,Toy Story (1995),Animation|Children's|Comedy
169,1,5,977199102,M,25,7,55439,Toy Story (1995),Animation|Children's|Comedy
173,1,4,995304562,M,25,0,45237,Toy Story (1995),Animation|Children's|Comedy
175,1,4,977113154,F,25,2,95123,Toy Story (1995),Animation|Children's|Comedy
181,1,2,977088743,M,18,17,33186,Toy Story (1995),Animation|Children's|Comedy
182,1,5,977085326,M,18,4,3052,Toy Story (1995),Animation|Children's|Comedy
184,1,5,1038970374,F,25,0,19001,Toy Story (1995),Animation|Children's|Comedy
186,1,5,977059438,M,18,5,91767,Toy Story (1995),Animation|Children's|Comedy
187,1,4,977232655,F,45,1,94061,Toy Story (1995),Animation|Children's|Comedy
190,1,3,977027054,M,25,17,55125,Toy Story (1995),Animation|Children's|Comedy
193,1,4,1025569964,F,45,15,44106,Toy Story (1995),Animation|Children's|Comedy
194,1,4,977014303,F,1,10,29146,Toy Story (1995),Animation|Children's|Comedy
195,1,5,986048425,M,25,12,10458,Toy Story (1995),Animation|Children's|Comedy
198,1,5,976980054,M,25,12,55108,Toy Story (1995),Animation|Children's|Comedy
202,1,4,976939841,M,18,4,53706,Toy Story (1995),Animation|Children's|Comedy
204,1,4,978050004,M,25,7,92123,Toy Story (1995),Animation|Children's|Comedy
213,1,5,976900243,F,18,4,1609,Toy Story (1995),Animation|Children's|Comedy
214,1,4,976900595,M,18,20,80218,Toy Story (1995),Animation|Children's|Comedy
215,1,4,979174987,M,35,14,92075,Toy Story (1995),Animation|Children's|Comedy
220,1,5,976836351,M,25,12,22903,Toy Story (1995),Animation|Children's|Comedy
223,1,5,976832460,M,25,17,28262,Toy Story (1995),Animation|Children's|Comedy
224,1,3,976831787,F,18,4,14850,Toy Story (1995),Animation|Children's|Comedy
225,1,4,977257251,M,25,7,11215,Toy Story (1995),Animation|Children's|Comedy
230,1,3,976820070,M,45,1,43210,Toy Story (1995),Animation|Children's|Comedy
231,1,5,1040445432,M,25,3,55455,Toy Story (1995),Animation|Children's|Comedy
232,1,4,976812596,M,25,20,55408,Toy Story (1995),Animation|Children's|Comedy
236,1,4,976765293,M,25,5,55126,Toy Story (1995),Animation|Children's|Comedy
237,1,4,976761905,M,25,6,46835,Toy Story (1995),Animation|Children's|Comedy
239,1,5,993359328,M,18,19,94618,Toy Story (1995),Animation|Children's|Comedy
243,1,4,976749399,M,25,16,11576,Toy Story (1995),Animation|Children's|Comedy
246,1,5,976728579,F,18,4,60625,Toy Story (1995),Animation|Children's|Comedy
255,1,4,976683184,M,35,0,85310,Toy Story (1995),Animation|Children's|Comedy
258,1,5,976671645,M,25,7,55436,Toy Story (1995),Animation|Children's|Comedy
263,1,4,976651989,F,25,7,22304,Toy Story (1995),Animation|Children's|Comedy
264,1,4,976714119,M,35,0,20755,Toy Story (1995),Animation|Children's|Comedy
271,1,4,976636109,M,18,4,48202,Toy Story (1995),Animation|Children's|Comedy
272,1,5,976695356,M,18,0,80302,Toy Story (1995),Animation|Children's|Comedy
273,1,5,976774952,M,18,4,55427,Toy Story (1995),Animation|Children's|Comedy
284,1,5,976570517,M,25,12,91910,Toy Story (1995),Animation|Children's|Comedy
293,1,2,976561599,M,56,1,55337-4056,Toy Story (1995),Animation|Children's|Comedy
294,1,3,976542545,F,45,9,43147,Toy Story (1995),Animation|Children's|Comedy
299,1,3,976659877,M,25,12,97370,Toy Story (1995),Animation|Children's|Comedy
300,1,5,976506060,M,25,7,78664,Toy Story (1995),Animation|Children's|Comedy
301,1,5,976505707,M,18,4,61820,Toy Story (1995),Animation|Children's|Comedy
302,1,4,976505024,M,18,4,4901,Toy Story (1995),Animation|Children's|Comedy
306,1,3,977365910,M,18,0,53051,Toy Story (1995),Animation|Children's|Comedy
307,1,5,976486678,M,50,16,90027,Toy Story (1995),Animation|Children's|Comedy
308,1,4,995833809,M,25,2,10025,Toy Story (1995),Animation|Children's|Comedy
310,1,4,976482056,F,18,4,31207,Toy Story (1995),Animation|Children's|Comedy
314,1,4,976751685,F,56,9,46911,Toy Story (1995),Animation|Children's|Comedy
321,1,2,976417163,M,18,4,55128,Toy Story (1995),Animation|Children's|Comedy
325,1,5,976402092,F,50,3,55112,Toy Story (1995),Animation|Children's|Comedy
326,1,3,977605721,M,50,11,25302,Toy Story (1995),Animation|Children's|Comedy
329,1,3,976393427,M,35,7,2115,Toy Story (1995),Animation|Children's|Comedy
333,1,5,996356395,M,35,2,55410,Toy Story (1995),Animation|Children's|Comedy
337,1,4,976349046,M,18,19,80205,Toy Story (1995),Animation|Children's|Comedy
338,1,4,976347032,M,35,7,55116,Toy Story (1995),Animation|Children's|Comedy
340,1,4,976342108,F,25,3,28001,Toy Story (1995),Animation|Children's|Comedy
343,1,5,1003251499,F,35,3,55127,Toy Story (1995),Animation|Children's|Comedy
346,1,5,976334600,F,25,0,55110,Toy Story (1995),Animation|Children's|Comedy
350,1,5,976326454,M,45,20,8035,Toy Story (1995),Animation|Children's|Comedy
351,1,4,976677602,M,18,4,55105,Toy Story (1995),Animation|Children's|Comedy
352,1,4,976330185,M,18,4,60115,Toy Story (1995),Animation|Children's|Comedy
355,1,4,976321278,M,18,3,55107,Toy Story (1995),Animation|Children's|Comedy
366,1,3,976311000,M,50,15,55126,Toy Story (1995),Animation|Children's|Comedy
368,1,3,976311812,M,25,0,90293,Toy Story (1995),Animation|Children's|Comedy
369,1,5,976309628,M,35,1,55110,Toy Story (1995),Animation|Children's|Comedy
372,1,4,976548746,F,18,4,72227,Toy Story (1995),Animation|Children's|Comedy
376,1,4,980620359,M,35,1,80026,Toy Story (1995),Animation|Children's|Comedy
378,1,4,976302158,F,18,0,55105,Toy Story (1995),Animation|Children's|Comedy
380,1,4,976316203,M,25,2,92024,Toy Story (1995),Animation|Children's|Comedy
385,1,5,976300183,M,25,6,68131,Toy Story (1995),Animation|Children's|Comedy
386,1,2,976300599,M,25,0,55408,Toy Story (1995),Animation|Children's|Comedy
389,1,5,976298977,M,25,6,68128,Toy Story (1995),Animation|Children's|Comedy
392,1,4,976297032,M,18,7,20037,Toy Story (1995),Animation|Children's|Comedy
395,1,3,976299298,M,18,5,55104,Toy Story (1995),Animation|Children's|Comedy
402,1,4,976295369,M,25,11,55427,Toy Story (1995),Animation|Children's|Comedy
403,1,4,976304372,M,18,4,2138,Toy Story (1995),Animation|Children's|Comedy
411,1,5,997066018,F,45,1,43214,Toy Story (1995),Animation|Children's|Comedy
412,1,4,976294055,M,35,15,55117,Toy Story (1995),Animation|Children's|Comedy
413,1,5,976287901,M,25,11,55409,Toy Story (1995),Animation|Children's|Comedy
417,1,4,976285594,F,25,0,50613,Toy Story (1995),Animation|Children's|Comedy
418,1,4,976285897,F,25,3,54016,Toy Story (1995),Animation|Children's|Comedy
420,1,4,983206889,M,35,1,55406,Toy Story (1995),Animation|Children's|Comedy
424,1,4,976306643,M,25,17,55112,Toy Story (1995),Animation|Children's|Comedy
425,1,3,976282933,M,25,12,55303,Toy Story (1995),Animation|Children's|Comedy
